Εναλλακτικές Επενδύσεις,"Οι Εναλλακτικές Επενδύσεις αφορούν τοποθετήσεις σε περιουσιακά στοιχεία πέρα από τα παραδοσιακά ( π.χ . ομόλογα , μετοχές , μετρητά"
Απόσβεση ( λογιστική ),Η απόσβεση στη λογιστική είναι η διαδικασία σύμφωνα με την οποία επιμερίζονται και κατανέμονται κόστη τα οποία προκύπτουν κατά την
Περιουσιακό στοιχείο,"Περιουσιακό στοιχείο είναι οτιδήποτε μπορεί να κατέχει κανείς ως ιδιοκτησία , ή μπορεί να ελέγχει προς όφελος του , και"
Πτώχευση,"Η πτώχευση είναι η νομική κατάσταση εκείνη στην οποία μεταπίπτει έμπορος , ή εμπορική εταιρεία όταν `` μόνιμα και ολοσχερώς"
Μεσίτης Αστικών Συμβάσεων,Ο Μεσίτης Αστικών Συμβάσεων είναι το φυσικό ή νομικό πρόσωπο προς το οποίο δίδεται εντολή διαμεσολάβησης ή/και υπόδειξης ευκαιρίας προς
Προϋπολογισμός,Προϋπολογισμός είναι η εκτίμηση του εισοδήματος και των δαπανών κατά τη διάρκεια μιας μελλοντικής περιόδου ( συνήθως ενός χρόνου )
Επιχειρησιακή νοημοσύνη,"Η Επιχειρησιακή Νοημοσύνη ( ΕΝ ) αναφέρεται σε τεχνικές που στηρίζονται σε υπολογιστές και που χρησιμοποιούνται στο να βρεθούν ,"
Πίστη ( οικονομία ),"Ο όρος πίστη στην οικονομία είναι μία μορφή συναλλαγής , κατά την οποία μεταβιβάζονται δικαιώματα ιδιοκτησίας αντικειμένου , ή χρηματικού"
Κρυπτονόμισμα,Το Κρυπτονόμισμα είναι μία peer-to-peer αποκεντρωμένη ηλεκτρονική μορφή χρήματος η οποία βασίζεται πάνω στις αρχές της κρυπτογραφίας για την διασφάλιση
Μεσίτης Αστικών Συμβάσεων,Ο Μεσίτης Αστικών Συμβάσεων είναι το φυσικό ή νομικό πρόσωπο προς το οποίο δίδεται εντολή διαμεσολάβησης ή/και υπόδειξης ευκαιρίας προς
Μερισματική πολιτική,Οι επιχειρηματικές μονάδες αντιμετωπίζουν τη μερισματική πολιτική ( Αγγλικά : dividend policy ) ως ένα σημαντικό κομμάτι της χρηματοοικονομικής τους
Χρηματοοικονομικά,Τα χρηματοοικονομικά ( finance ) είναι ο κλάδος των οικονομικών που ασχολείται με την εξεύρεση και διαχείριση κεφαλαίων . Χρησιμοποιεί
Χρηματοοικονομικός αναλυτής,Χρηματοοικονομικός Αναλυτής είναι επαγγελματική ειδικότητα με αντικείμενο την εφαρμογή των οικονομικών επιστημών στον χώρο των επιχειρήσεων . Η ειδικότητα αυτή
Αριθμοδείκτης,Οι αριθμοδείκτες ή χρηματοοικονομικοί δείκτες ( αγγλικά : financial ratio ή accounting ratio ) είναι το πηλίκο μεταξύ επιλεγμένων αριθμητικών
Κίνδυνος ( οικονομικά ),Κίνδυνος ( αγγλικά : risk ) στα οικονομικά ορίζεται η μεταβλητότητα των δυνητικών αποτελεσμάτων μιας επένδυσης γύρω από την αναμενόμενη
Χρηματοοικονομικές υπηρεσίες,Οι χρηματοοικονομικές υπηρεσίες είναι ο μεγαλύτερος τομέας παραγωγής στον κόσμο από την άποψη των αποδοχών ( 20 % της αγοράς
Χρηματοπιστωτικό σύστημα,"Το χρηματοπιστωτικό σύστημα είναι ένα οικονομικό σύστημα , στηριγμένο στο χρηματικό αντίκρυσμα και την βαθμολόγηση της εμπιστοσύνης της διαθεσιμότητας των"
Χρηματιστικοποίηση,"H Χρηματιστικοποίηση είναι ένας όρος που χρησιμοποιείται μερικές φορές σε συζητήσεις σχετικές με τον χρηματοπιστωτικό καπιταλισμό , ο οποίος αναπτύχθηκε"
Επενδύσεις σε εμπορεύματα,Οι επενδύσεις σε εμπορεύματα ( αγγλικά : Commodities ) είναι κλάδος των εναλλακτικών επενδύσεων και αφορά τοποθέτηση σε προϊόντα του
Επένδυση,"Επένδυση ( αγγλικά : investment ) ονομάζεται η δέσμευση κεφαλαίων για ένα χρονικό διάστημα , η οποία αναμένεται να αποφέρει"
Εισόδημα,Το καλοκαίρι του 2013 ψηφίστηκε ο νέος κώδικας φορολογίας εισοδήματος ( Κ.Φ.Ε . ) με το νόμο 4172/2013 . Με
Συγχωροχάρτι,"Το συγχωροχάρτι , στα λατινικά indulgentia ( ελληνική μεταφορά , η ιντουλγκέντσια , ιντουλγκέντζα και ιντουλγκέντια ) , ήταν ένα"
Πληθωρισμός,"Πληθωρισμός είναι η συνεχής αύξηση του γενικού επιπέδου τιμών μιας οικονομίας σε μια συγκεκριμένη χρονική περίοδο , που προκαλεί πτώση"
Πτωχευτικό Δίκαιο,Το Πτωχευτικό Δίκαιο αποτελεί ιδιαίτερο κλάδο του Εμπορικού Δικαίου που ρυθμίζει θεσμικά περιπτώσεις πτώχευσης και γενικότερα τη συλλογική ικανοποίηση των
Θεσμικός επενδυτής,Οι θεσμικοί επενδυτές είναι οργανισμοί που έχουν διαθέσιμα τεράστια ποσά χρημάτων και τα επενδύουν σε επιχειρήσεις . Θεσμικοί επενδυτές μπορεί
Ασφάλεια ( σύμβαση ),"Η Ασφάλεια , στα νομικά και τα οικονομικά , είναι μια μορφή διαχείρισης κινδύνου , που χρησιμοποιείται πρώτιστα για να"
Ασφαλιστικός Πράκτορας,"Ο Ασφαλιστικός Πράκτορας ή Πράκτορας Ασφαλίσεων ή Πράκτορας Ασφαλειών , είναι φυσικό ή νομικό πρόσωπο που διαμεσολαβεί ανάμεσα στην ασφαλιστική"
Τόκος,Τόκος είναι η αποζημίωση σε χρήματα που είναι υποχρεωμένος να δώσει ο οφειλέτης στο δανειστή για ορισμένη ποσότητα χρηματικού δανείου
Θεώρημα ισοδυναμίας των επιτοκίων,Στις αγορές συναλλάγματος η γενική σχέση μεταξύ τρεχουσών και προθεσμιακών συναλλαγματικών ισοτιμιών προσδιορίζεται από το θεώρημα ισοτιμίας των επιτοκίων (
Επένδυση,"Επένδυση ( αγγλικά : investment ) ονομάζεται η δέσμευση κεφαλαίων για ένα χρονικό διάστημα , η οποία αναμένεται να αποφέρει"
Χρηματιστής,Χρηματιστής ( Broker ) είναι ο επαγγελματίας ο οποίος δέχεται εντολές από πελάτες του και τις διαβιβάζει προς εκτέλεση στο
Ενέγγυα πίστωση,"Μια ενέγγυα πίστωση , ( Αγγλικά : Letter of Credit , LC ή L/C ) , είναι ένα έγγραφο που"
Χρηματοοικονομική μόχλευση,"Η χρηματοοικονομική μόχλευση ( financial leverage ) είναι η διαδικασία ανάληψης χρέους με σκοπό την έναρξη , συνέχιση ή επέκταση"
Συμφωνία του Λονδίνου,"Στις 27 Φεβρουαρίου 1953 υπεγράφη η Συμφωνία του Λονδίνου , η οποία καθόριζε τον τρόπο και τους όρους με τους"
Μαρούσι,"Το Μαρούσι , ( επίσημα Αμαρούσιον ) είναι η έδρα του Δήμου Αμαρουσίου και τοποθετείται στην καρδιά του Βορείου Τομέως"
Υπουργείο Οικονομικών ( Ελλάδα ),Το Υπουργείο Οικονομικών ( ΥΠ.ΟΙΚ . ) είναι το κυβερνητικό τμήμα για τη δημοσιονομική πολιτική και το σχεδιασμό και την
Ηθικός κίνδυνος,"`` Ηθικός Κίνδυνος '' είναι η κατάσταση κατά την οποία το ασφαλισμένο άτομο ή ο ιατρός του , μπορούν να"
Απεχθές χρέος,"Σύμφωνα με το διεθνές δίκαιο , το απεχθές χρέος , επίσης γνωστό ως παράνομο χρέος , είναι μία νομική θεωρία"
Οικονομία διαμοιρασμού,Η οικονομία διαμοιρασμού ή οικονομία του μοιράσματος αναφέρεται σε έναν διεθνή όρο Sharing economy που χρησιμοποιείται ευρέως την τελευταία δεκαετία
Οικονομία διαμοιρασμού,Η οικονομία διαμοιρασμού ή οικονομία του μοιράσματος αναφέρεται σε έναν διεθνή όρο Sharing economy που χρησιμοποιείται ευρέως την τελευταία δεκαετία
Φιλοτελική επένδυση,"Η φιλοτελική επένδυση ( philatelic investment ) , είναι η επένδυση στα συλλεκτικά γραμματόσημα , με σκοπό την πραγματοποίηση κέρδους"
Χαρτοφυλάκιο,"Στα χρηματοοικονομικά , χαρτοφυλάκιο ονομάζεται η συλλογή περιουσιακών στοιχείων που βρίσκονται στην κυριότητα μιας οικονομικής μονάδας . Ένα χαρτοφυλάκιο συνήθως"
Παρούσα προεξοφλημένη αξία,"Στην οικονομική επιστήμη , η παρούσα προεξοφλημένη αξία , γνωστή επίσης ως παρούσα αξία , είναι η αξία μιας αναμενόμενης"
P/E ( λόγος τιμής προς κέρδη ανά μετοχή ),Ο λόγος P / E μιας μετοχής ( λόγος τιμής προς κέρδη ανά μετοχή ή price-to-earnings ratio ) εκφράζει την
Ιδιωτικά επενδυτικά κεφάλαια,"Τα Ιδιωτικά Επενδυτικά Κεφάλαια , είναι ο οικονομικός όρος που περιγράφει μια κατηγορία του ενεργητικού , η οποία αποτελείται από"
Private Sector Involvement,"Το PSI ( αγγλικά : Private Sector Involvement , ελληνικά : Συμμετοχή του Ιδιωτικού Τομέα , ΣΙΤ ) είναι όρος"
Μίσθωση,Μίσθωση ονομάζεται η σύμβαση με την οποία ο ένας των συμβαλλομένων ( εκμισθωτής ) αναλαμβάνει την υποχρέωση αντί ορισμένου τιμήματος
Μίσθωση,Μίσθωση ονομάζεται η σύμβαση με την οποία ο ένας των συμβαλλομένων ( εκμισθωτής ) αναλαμβάνει την υποχρέωση αντί ορισμένου τιμήματος
Υπολειμματική αξία,"Γενικά ο όρος υπολειμματική αξία ( Υα ) , διεθνώς Rv ( residual value ) χαρακτηρίζει το υπόλοιπο της αξίας"
Επιστροφή επί της επένδυσης,"Η επιστροφή επί της επένδυσης ή ROI – Return on Investment ή απόδοση της επένδυσης , είναι το κέρδος του"
Απόδοση ( οικονομικά ),Η απόδοση ( αγγλικά : return ) μιας επένδυσης είναι το μέγεθος κατά το οποίο μεταβάλλεται ο πλούτος ενός επενδυτή
Τιτλοποίηση,Τιτλοποίηση ( αγγλικά : Securitization ) ονομάζεται η έκδοση τίτλων ( π.χ . ομολογιών ) που βασίζονται στις ταμειακές ροές
Γραμμή αγοράς αξιογράφων,Η Γραμμή αγοράς αξιογράφων ( Security market line ) αποτελεί τη γραφική απεικόνιση του Υποδείγματος αποτίμησης περιουσιακών στοιχείων ( Capital
Φερεγγυότητα,Ως φερεγγυότητα ορίζεται η δυνατότητα ενός οφειλέτη να αποπληρώνει τις υποχρεώσεις του όταν αυτές λήγουν . Επίσης χρησιμοποιούνται ως συνώνυμοι
Χρηματιστής,Χρηματιστής ( Broker ) είναι ο επαγγελματίας ο οποίος δέχεται εντολές από πελάτες του και τις διαβιβάζει προς εκτέλεση στο
Στεγαστική φούσκα ( ΗΠΑ ),Η Στεγαστική φούσκα των Ηνωμένων Πολιτειών ήταν μια οικονομική φούσκα που επηρέασε πολλά μέρη της στεγαστικής αγοράς των ΗΠΑ σε
