ASTM International,H ASTM International γνωστή ως το 2001 ως American Society for Testing and Material ( Αμερικανική Εταιρεία Δοκιμών και Υλικών
Αμερικανικό Εθνικό Ίδρυμα Προτυποποίησης,"Το Αμερικανικό Εθνικό Ίδρυμα Προτυποποίησης ( αγγλικά : American National Standards Institute , ANSI ) ιδρύθηκε τον Οκτώβριο του 1918"
Αρχαία ελληνική τεχνολογία,Ως αρχαία ελληνική τεχνολογία ή αρχαιοελληνική μηχανική αναφέρονται τα διάφορα τεχνολογικά έργα και οι τεχνολογικές καινοτομίες οι οποίες επινοήθηκαν στις
Διεπαφή προγραμματισμού εφαρμογών,"H Διεπαφή Προγραμματισμού Εφαρμογών ( αγγλ . API , από το Application Programming Interface ) , γνωστή και ως Διασύνδεση"
Εφαρμοσμένη φυσική,Ως εφαρμοσμένη φυσική ορίζεται ο κλάδος της φυσικής επιστήμης ο οποίος ασχολείται με την ανάπτυξη συγκεκριμένων τεχνολογικών ή πρακτικών εφαρμογών
Μήνυμα του Αρεσίμπο,Το μήνυμα του Αρεσίμπο είναι ραδιοσήμα το οποίο εκπέμφθηκε από το παρατηρητήριο του Αρεσίμπο με κατεύθυνση το διάστημα το 1974
Τεχνητή νοημοσύνη,Ο όρος τεχνητή νοημοσύνη αναφέρεται στον κλάδο της πληροφορικής ο οποίος ασχολείται με τη σχεδίαση και την υλοποίηση υπολογιστικών συστημάτων
Αυτόματο Σύστημα Αναγνώρισης,"Το Αυτόματο Σύστημα Αναγνωρίσεως , ευρύτερα γνωστό ως σύστημα AIS , ( αγγλικά : Automatic Identification System - AIS )"
Ρίτσαρντ Μπάκμινστερ Φούλερ,"Ο Ρίτσαρντ Μπάκμινστερ Φούλερ ( Richard Buckminster `` Bucky '' Fuller , 12 Ιουλίου 1895 - 1 Ιουλίου 1983 )"
Άμαξα,"Η άμαξα είναι ένα όχημα με ρόδες , που έλκεται από ένα ή περισσότερα ζώα και χρησιμεύει για τη μεταφορά"
Καταπέλτης,"Ο Καταπέλτης ήταν μία περίφημη αρχαία πολεμική μηχανή με την οποία εκσφενδονίζονταν , αρχικώς , βέλη και , αργότερα ,"
Δημοσιογραφία των πολιτών,"Δημοσιογραφία των πολιτών ή συμμετοχική δημοσιογραφία είναι η δημοσιογραφία που ασκείται από κάθε πολίτη , που δεν είναι επαγγελματίας δημοσιογράφος"
Σύγκριση των μέσων εγγραφής,Αυτό το άρθρο αναλύει λεπτομερώς τη σύγκριση των μέσων εγγραφής ήχου .
Ηλεκτρονικός υπολογιστής,Ο ηλεκτρονικός υπολογιστής ( συντ . Η/Υ ) είναι μια μηχανή κατασκευασμένη κυρίως από ψηφιακά ηλεκτρονικά κυκλώματα και δευτερευόντως από
Προγραμματισμός,Προγραμματισμός υπολογιστών ( αγγλ . : « computer programming » ) καλείται το σύνολο των διαδικασιών σύνταξης ενός υπολογιστικού προγράμματος
Dial-up,Η Dial-up είναι μια μορφή πρόσβασης στο διαδίκτυο που χρησιμοποιεί λειτουργίες του δημόσιου τηλεφωνικού δικτύου μεταγωγής ( PSTN ) για
Ψηφιακό χάσμα,"Με τον όρο ψηφιακό χάσμα ( Digital devide ) εννοείται το χάσμα , το κενό που παράγεται ανάμεσα σε άτομα"
Σφαίρα Ντάισον,Η σφαίρα Ντάυσον ( αγγλικά : Dyson sphere ) είναι υποθετική μεγακατασκευή η οποία περικλείει έναν αστέρα και συσσωρεύει την
Ηλεκτρονική μεταφορά χρημάτων,"Η ηλεκτρονική μεταφορά χρημάτων ( αγγλικά : Electronic Funds Transfer , EFT ) είναι η ηλεκτρονική μεταφορά χρημάτων από ένα"
Νέες τεχνολογίες,Νέες τεχνολογίες ή Αναδυόμενες τεχνολογίες είναι τεχνολογίες που θεωρούνται ικανές να αλλάξουν την κατάσταση των πραγμάτων . Πρόκειται για γενικά
Επιστήμες μηχανικών,"Επιστήμες μηχανικών ( αγγλ . : engineering ) ονομάζονται οι εφαρμοσμένες επιστήμες που ασχολούνται με τη μελέτη , σχεδίαση ,"
Αισθητήριο θερμοκρασίας εξαγομένων καυσαερίων,Το αισθητήριο θερμοκρασίας εξαγόμενων καυσαερίων χρησιμεύει στην μέτρηση της θερμοκρασίας των αερίων που εξάγονται από την εξάτμιση μιας οποιαδήποτε κινητήρα
Διάγραμμα ροής,"Διάγραμμα ροής ή ροογράφημα ( flowchart ) είναι ένα κοινού τύπου διάγραμμα που αναπαριστά έναν αλγόριθμο ή μια διαδικασία ,"
Γκρίζα βιβλιογραφία,Γκρίζα βιβλιογραφία ονομάζεται η βιβλιογραφία η οποία δεν διακινείται μέσω οργανισμών των οποίων κύριος όγκος εργασιών είναι οι εκδόσεις .
HTML,"Η HTML ( αρχικοποίηση του αγγλικού HyperText Markup Language , ελλ . Γλώσσα Σήμανσης Υπερκειμένου ) είναι η κύρια γλώσσα"
Όρος λιθοτόμος,Το Όρος λιθοτόμος ( εβραϊκά : הר חוצבים ; Stonecutters Mountain / Har Hotzvim ) είναι ένα υψηλής τεχνολογίας βιομηχανικό
Γλώσσα περιγραφής υλικού,"Στη μηχανική υπολογιστών , μια γλώσσα περιγραφής υλικού ( hardware description language ή HDL ) είναι μια γλώσσα που ανήκει"
Ιστορία της τεχνολογίας,"Η ιστορία της τεχνολογίας είναι η ιστορία της επινοήσεως εργαλείων , συστημάτων και τεχνικών για την εξυπηρέτηση των ανθρώπινων δραστηριοτήτων"
Βιομηχανική επανάσταση,"Η Βιομηχανική Επανάσταση είναι ιστορική περίοδος , καθώς και ένα ιδιαίτερα σύνθετο σύστημα ραγδαίων μεταβολών και ανακατατάξεων - τεχνικών ,"
Τεχνολογία πληροφοριών,"Η τεχνολογία πληροφοριών , τεχνολογία πληροφοριών και επικοινωνίας ή τεχνολογία της πληροφορίας ( ΤΠΕ , αγγλ . IT ή ICT"
Διεθνής Οργανισμός Τυποποίησης,"Ο Διεθνής Οργανισμός Τυποποίησης ( ISO , αγγλικά : International Organization for Standardization ) είναι μια διεθνής οργάνωση δημιουργίας και"
Διεθνοποίηση και επιχώρια προσαρμογή,"Στην πληροφορική , η διεθνοποίηση και η επιχώρια προσαρμογή είναι μέσα για την προσαρμογή λογισμικού του υπολογιστή σε διαφορετικές γλώσσες"
LTE,"3GPP Long Term Evolution , ή απλώς LTE ονομάζεται η τεχνολογία αιχμής που χρησιμοποιείται για την ασύρματη επικοινωνία και δικτύωση"
Λώρενς Λέσιγκ,"Ο Λώρενς Λέσιγκ ( Lester Lawrence `` Larry '' Lessig III , 3 Ιουνίου 1961 ) είναι Αμερικανός ακαδημαϊκός και"
Ανυψωτικός εξοπλισμός,"Ο ανυψωτικός εξοπλισμός ή τα ανυψωτικά εργαλεία , είναι γενικός όρος για κάθε εξοπλισμό που μπορεί να χρησιμοποιηθεί για την"
Κατάλογος κόμπων,Αυτή η σελίδα είναι ένας κατάλογος των κόμπων .
Φωτεινή πηγή,Φωτεινή πηγή ονομάζεται οποιαδήποτε πηγή που εκπέμπει φως .
Λουδισμός,"Λουδισμός ή Λουδιτισμός ( αγγλ . Luddism ) είναι κίνημα που ξεκίνησε τον 19o αιώνα στην Αγγλία , από υφαντουργούς"
Εγκέφαλος Ματριόσκα,"Ο Εγκέφαλος Ματριόσκα είναι μια θεωρία του αμερικάνου βιοφυσικού Ρόμπερτ Μπράντμπερυ . Η ιδέα ξεκίνησε από το κέλυφος Ντάισον ,"
Μεταδεδομένα,"Τα μεταδεδομένα ( μετάφραση του όρου metadata , ο οποίος σχηματίζεται από την ελληνική λέξη μετά και τη λατινική λέξη"
Μικροϋπολογιστής,"Αν και δεν υπάρχει αυστηρός ορισμός , ονομάζουμε μικροϋπολογιστή έναν υπολογιστή που διαθέτει μικροεπεξεργαστή ως κεντρική μονάδα επεξεργασίας . Άλλο"
Νεολουδισμός,"Ο νεολουδισμός ή νεολουδιτισμός ( Neo-Luddism ) είναι η φιλοσοφία η οποία αντιτίθεται σε ορισμένες μορφές σύγχρονης τεχνολογίας , όπως"
Νεολιθική επανάσταση,Η Νεολιθική επανάσταση είναι ένας όρος που επινοήθηκε και προτάθηκε για πρώτη φορά το 1920 από τον Αυστραλό αρχαιολόγο Βηρ
Δικτυακό φαινόμενο,Με τον όρο δικτυακό φαινόμενο ή φαινόμενο δικτύου ( αγγλ . network effect ) ονομάζεται εκείνο το χαρακτηριστικό γνώρισμα κατά
Οντολογία ( πληροφορική ),"Στην πληροφορική , οντολογία είναι ένας τυπικός και σαφής ορισμός μιας κοινής και συμφωνημένης εννοιολογικής μορφοποίησης που αφορά σε ένα"
Ανοιχτά πρότυπα,"== Ορισμός της Ευρωπαϊκής Ένωσης == Στο Eυρωπαϊκό πλαίσιο Διαλειτουργικότητας ( Version 1.0 , 2004 ) δίνεται ο παρακατώ ορισμός"
Αεικίνητο,Αεικίνητο χαρακτηρίζεται το σώμα ή ο μηχανισμός που βρίσκεται για πάντα σε κίνηση ( αει+κίνηση ) χωρίς να δαπανάται ενέργεια
Φιλοσοφία της Τεχνητής Νοημοσύνης,Η Φιλοσοφία της Τεχνητής Νοημοσύνης απαντά σε ερωτήματα του κλάδου της μεταφυσικής φιλοσοφίας και πιο συγκεκριμένα σε εκείνα που αναζητούν
Χρυσή πλάκα του Πάιονηρ,"Η Χρυσή Πλάκα του Πάιονηρ είναι μια έκδοση εις διπλούν επίχρυσου πλακιδίου από αλουμίνιο , που αποτελεί εικονογραφημένο μήνυμα ειρήνης"
Επιπεδοτυπία,Με τον όρο επιπεδοτυπία αναφέρεται σε όλες εκείνες τις εκτυπωτικές μεθόδους στις οποίες η πλάκα εκτύπωσης που χρησιμοποιείται δεν έχει
Podcasting,To podcasting είναι μια υπηρεσία διαθέσιμη σε χρήστες η οποία τους επιτρέπει να ακούσουν τραγούδια όποτε το ζητήσουν ( αντίστοιχα
Διεργασία,"Η έννοια διεργασία μπορεί να αναφέρεται σε : Επιστήμη και τεχνολογία Διεργασία ( υπολογιστές ) , ένα στιγμιότυπο φορτωμένου στη"
Ανανεώσιμες πηγές ενέργειας,Οι ανανεώσιμες πηγές ενέργειας ( ΑΠΕ ) ή ήπιες μορφές ενέργειας ή νέες πηγές ενέργειας ή πράσινη ενέργεια είναι μορφές
Αναφορά,"Ως αναφορά ( report ) χαρακτηρίζεται οποιαδήποτε έκθεση παρατήρησης ( αντικειμένου , προσώπου , γεγονότος ) που διαβιβάζεται με οποιοδήποτε"
Απλά αγγλικά,Τα Απλά αγγλικά είναι όπως τα Αγγλικά αλλά που μόνο οι εύκολες λέξεις χρησιμοποιούνται . Τα Απλά αγγλικά δεν πρέπει
Δομημένο φως,Το δομημένο φως είναι μια διαδικασία προβολής ενός προσχεδιασμένου σχεδίου εικονοστοιχείων ( συχνά σε σε πλεκτές ή οριζόντιες γραμμές )
Οδηγός μορφοποίησης,"Ως οδηγός μορφοποίησης εννοείται εγχειρίδιο που υποδεικνύει την αποδεκτή μορφοποίηση για την παράθεση της τεκμηρίωσης σε δημοσιεύσεις , θέσεις ,"
Πίνακας περιεχομένων,"O πίνακας περιεχομένων , είναι μια λίστα από τα μέρη ή κεφάλαια ενός βιβλίου ή εγγράφου οργανωμένη με τέτοιο τρόπο"
Τεχνολογικός ντετερμινισμός,Ο τεχνολογικός ντετερμινισμός είναι μία θεωρία η οποία συνδυάζοντας κοινωνικές και τεχνολογικές θεωρήσεις ερμηνεύει γεγονότα στα οποία κάθε αιτιότητα αποδίδεται
Δυστοπία,Δυστοπία ( από το ελληνικό δυς- και τόπος ) ονομάζεται η κοινότητα ή κοινωνία που είναι ανεπιθύμητη ή τρομακτική .
Τεχνολογία,Η τεχνολογία ( από το τέχνη και λόγος ) είναι το αποτέλεσμα της εφαρμογής της ( θεωρητικής ) επιστημονικής γνώσης
Μοντέλο αποδοχής τεχνολογίας,To Μοντέλο Αποδοχής της Τεχνολογίας ( Technology Acceptance Model - ΤΑΜ ) αναπτύχθηκε από τον Davis και την ομάδα του
Τηλεϊατρική,"Η τηλεϊατρική αναφέρεται στην εφαρμογή των σύγχρονων τεχνολογιών , των τηλεπικοινωνιών και της πληροφορικής , για να προσφέρει σε ασθενείς"
Ευχρηστία,"Ο όρος ευχρηστία αφορά την ιδιότητα ενός χρησιμοποιήσιμου συστήματος , τεχνουργήματος ή συσκευής να είναι εύκολο στη χρήση του ."
Χρήσιμη ομίχλη,Η χρήσιμη ομίχλη ( Utility fog ) είναι ένας όρος που προτάθηκε από τον Τζον Στορς Χωλ για να περιγράψει
Βλογκ ( vlog ),"Ένα video vlog ή αλλιώς video log , συνήθως συμπτυγμένο σε vlog , είναι μία μορφή blog με κύριο χαρακτηριστικό"
Χρυσός δίσκος του Βόγιατζερ,Ο όρος χρυσός δίσκος του Βόγιατζερ αναφέρεται σε δυο όμοιους δίσκους αρχείου δεδομένων με ήχους και εικόνες από την Γη
Web camera,Μια κάμερα web είναι μια βιντεοκάμερα που τροφοδοτεί ή ρέει την εικόνα της σε πραγματικό χρόνο προς ή μέσω ενός
Λευκή Βίβλος,"Γενικά με το όνομα Βίβλος ακολουθούμενο μετά επιθέτου δηλωτικού χρώματος π.χ . Λευκή , Κυανή , Ερυθρά κ.λ.π . έχει"
Γυναίκες και χρήση υπολογιστών,Υπάρχει παγκόσμια ανησυχία σχετικά με τους τωρινούς και τους μελλοντικούς ρόλους των γυναικών σε επαγγέλματα στον τομέα της επιστήμης της
XML,"H XML ( αγγλ . αρκτ . από το eXtensible Markup Language ) είναι μία γλώσσα σήμανσης , που περιέχει"
Μηδενική χρέωση,"Η μηδενική χρέωση είναι η πρακτική της παροχής πρόσβασης στο Διαδίκτυο χωρίς οικονομικό κόστος υπό ορισμένες προϋποθέσεις , όπως επιτρέποντας"
