ASTM,"ASTM International ( American Society for Testing and Materials ) — американская международная организация , разрабатывающая и издающая добровольные стандарты"
METI,METI ( англ . Messaging to Extra-Terrestrial Intelligence — послания внеземным цивилизациям ) — попытки передачи межзвёздных посланий от человечества
Акторно-сетевая теория,"Акторно-сетевая теория ( Actor-network theory , ANT ) известна также как « социология перевода » ( sociology of translation )"
Пузырь Алькубьерре,"Пузырь Алькубьерре — идея , основанная на решении уравнений Эйнштейна , предложенная мексиканским физиком-теоретиком Мигелем Алькубьерре , в которой космический"
Amazon SNS,Amazon Simple Notification Service ( англ . Amazon SNS ) — сервис посылки уведомлений между сетевыми компонентами Amazon Web Services
Американский национальный институт стандартов,"Америка́нский национа́льный институ́т станда́ртов ( англ . American national standards institute , ANSI ) — объединение американских промышленных и деловых"
Техника в Древнем Египте,Техника в Древнем Египте отражает ранний технологический уровень древних цивилизаций . В целом техника Древнего Египта была консервативна и лишь
Датчик угловой скорости,"Да́тчик углово́й ско́рости ( ДУС ) — устройство , первичный прибор ( датчик ) для измерения угловой скорости поворота корпуса"
Антиядерное движение,"Антиядерное движение — общественное движение против различных ядерных технологий , в особенности против производства , испытания и применения ядерного оружия"
API,"API ( программный интерфейс приложения , интерфейс прикладного программирования ) ( англ . application programming interface , API [ эй-пи-ай"
Прикладная физика,"Прикладная физика — комплекс научных дисциплин , разделов и направлений физики , ставящих своей целью решение физических проблем для конкретных"
Послание Аресибо,"Посла́ние Ареси́бо — это радиосигнал , который был послан 16 ноября 1974 года из обсерватории Аресибо ( Пуэрто-Рико ) в"
Сильный и слабый искусственные интеллекты,"Сильный и слабый искусственные интеллекты — гипотеза в философии искусственного интеллекта , согласно которой некоторые формы искусственного интеллекта могут действительно"
Искусственный интеллект,"Иску́сственный интелле́кт ( ИИ ; англ . artificial intelligence , AI ) — свойство интеллектуальных систем выполнять творческие функции ,"
Искусственная утроба,"Искусственная утроба ( искусственная матка ) — гипотетическое приспособление , которое предназначено для вынашивания плода без участия живого существа ."
A-GPS,"A-GPS ( англ . Assisted GPS ) — технология , ускоряющая « холодный старт » GPS-приёмника . Ускорение происходит за"
Авиагоризонт,"Авиагоризо́нт — бортовой гироскопический прибор , используемый в авиации для определения и индикации продольного и поперечного углов наклона летательного аппарата"
Автоматическая идентификационная система,"АИС ( Автоматическая идентификационная система , ( англ . AIS Automatic Identification System ) — система в судоходстве , служащая"
AICC,"Aviation Industry Computer-Based Training Committee ( AICC ) — международная ассоциация , объединяющая профессионалов в сфере обучения , основанного на"
Колея ( транспорт ),Колея́ — в транспорте поперечное расстояние между серединами отпечатков шин на дороге . Колея передней оси может отличаться от колеи
B2MML,B2MML ( англ . Business-to-Manufacturing Markup Language — язык разметки связи между бизнесом и производством ) — XML-реализация семейства стандартов
Бейсик-инглиш,Бе́йсик-и́нглиш ( англ . Basic English — базовый английский ; иногда название расшифровываются как British American Scientific International Commercial —
Белорусский парк высоких технологий,Парк высоких технологий ( ПВТ ) — особая экономическая зона со специальным налогово-правовым режимом в Республике Беларусь для развития ИТ-бизнеса
Мозг в колбе,"Мозг в колбе — в философии — это разновидность мысленных экспериментов , иллюстрирующих зависимость человека в понимании действительности от его"
Контроль сознания,"Управле́ние созна́нием ( англ . mind control ) , промыва́ние мозго́в ( англ . brainwashing , из китайского xǐ năo"
Бриколаж,"Бриколаж ( от фр . bricolage ) — термин , использующийся в различных дисциплинах , в том числе в изобразительном"
"Фуллер , Ричард Бакминстер",Ричард Бакминстер Фуллер ( англ . Richard Buckminster Fuller ; 12 июля 1895 — 1 июля 1983 ) — американский
Межзвёздный прямоточный двигатель Бассарда,"Межзвёздный прямоточный двигатель Бассарда ( англ . Bussard ramjet ) — концепция ракетного двигателя для межзвёздных полётов , предложенная в"
CALS-технологии,"CALS-технологии ( англ . Continuous Acquisition and Lifecycle Support — непрерывная информационная поддержка поставок и жизненного цикла изделий ) ,"
CBEFF,"CBEFF ( Common Biometric Exchange File Format ) — единый формат представления биометрических данных , который предлагается для замены биометрических"
Секс-робот,"Секс-робот — антропоморфные секс-куклы-роботы . По состоянию на 2017 год не существует полностью функционирующих секс-роботов , но такая технология ,"
Карета,"Каре́та ( от итал . carretta < от лат . carrus — повозка ) , или конный экипаж — закрытая"
Катапульта,"Катапульта ( лат . catapulta от др.-греч . καταπέλτης ) — греческий термин , которым обозначается любая метательная машина ."
Cell Global Identity,Cell Global Identity ( « Глобальный идентификатор соты » ) является стандартным идентификатором сети GSM и используется для идентификации конкретной
Change.org,"Change.org — онлайн-платформа , предназначенная для размещения петиций , ставящая своей целью предоставление инструментов для продвижения гражданских инициатив и решения"
Журнализация изменений проекта,"Журнализа́ция измене́ний прое́кта ( англ . changelog ) представляет собой программное протоколирование изменений , вносимых в большой проект . Таким"
Китайская комната,"Кита́йская ко́мната ( англ . Chinese room ) — мысленный эксперимент в области философии сознания и философии искусственного интеллекта ,"
Гражданская журналистика,"Гражда́нская журналистика ( также её могут называть партисипативной ( англ . participatory journalism ) , партизанской ( англ . guerrilla"
Коллоидная мельница,"Коллоидная мельница — это устройство , предназначенное для сверхтонкого измельчения обрабатываемых материалов . С его помощью можно получить частицы величиной"
Индивидуальные дозиметры,"Индивидуальные дозиметры — дозиметры , предназначенные для ношения ( как правило , в кармане одежды либо на поясном ремне )"
Сравнение ракет-носителей среднего класса,"Для этой статьи понятие средний класс ракет-носителей определено как ракеты , способные вывести на низкую орбиту Земли полезную нагрузку массой"
Сравнение орбитальных ракетных двигателей,"Страница содержит неполный список ракетных двигателей , используемых для орбитальных полётов ."
Компьютер,"Компью́тер ( англ . computer , МФА : [ kəmˈpjuː.tə ( ɹ ) ] — « вычислитель » ) —"
Программирование,Программи́рование — процесс создания компьютерных программ . По выражению одного из основателя языков программирования Никлауса Вирта « Программы = алгоритмы
Cosmic Call,« Cosmic Call » ( « Космический вызов » ) — общее название двух радиопосланий к нескольким звёздам солнечного типа
Созидательное разрушение,"Созидательное , творческое или креативное разрушение — « процесс индустриальной мутации , который непрерывно реконструирует экономическую структуру изнутри , разрушая"
Кризисный лагерь,"Кризисный лагерь ( англ . Crisis camp ) — это BarCamp , международная сеть конференций , которая создаётся её участниками"
Краудфандинг,"Краудфа́ндинг ( народное финансирование , от англ . сrowd funding , сrowd — « толпа » , funding — «"
Стандарты криптографии,"Есть множество стандартов , относящихся к криптографии ."
CRYSTAL,CRYSTAL — научный программный пакет для расчетов в области квантовой химии твердого тела . Разработан специально для моделирования 3- и
Снаряжённая масса,"Снаряжённая ма́сса — совокупная масса автомобиля с водителем ( 75 кг ) со стандартным оборудованием , всеми необходимыми эксплуатационными расходными"
Теория интернет-активизма от милых котиков,Интернет-цензура ( англ . « Internet Censorship » ) — контроль и пресечение публикации или доступа к информации в сети
Кибернетика в СССР,"Кибернетика в СССР — развитие кибернетики ( науки об общих закономерностях процессов управления и передачи информации в различных системах ,"
DITA,"Darwin Information Typing Architecture ( DITA ) — приложение XML , предназначенное для автоматизации сборки документов из разрозненных фрагментов ,"
Метаданные,"Метаданные ( от лат . meta — цель , конечный пункт , предел , край и данные ) — информация"
De-Mail,"De-Mail — гарантированно безопасный коммуникационный сервис обмена юридически действительными электронными сообщениями и электронными документами на основе веб-интерфейса , внедряемый правительством"
Стандарт де-факто,"Стандарт де-факто — техническая спецификация , изначально не являвшаяся стандартом ( не разработанная как таковая и не принятая регулирующими организациями"
"Министерство предпринимательства , инноваций и ремёсел Великобритании","Министерство предпринимательства , инноваций и ремесел Великобритании создано 5 июня 2009 года в результате слияния Департамент инноваций , университетов и"
Министерство науки и технологий Филиппин,Министерство науки и технологий Филиппин отвечает за координацию научно-технических проектов в поддержку национального развития .
Министерство науки и технологий ЮАР,Министерство науки и технологий ЮАР — одно из министерств правительства Южно-Африканской Республики . Министерство науки и технологий отвечает за научные
Коммутируемый доступ,"Удалённый доступ ( англ . dial-up — « набор номера , дозвон » ) — сервис , позволяющий компьютеру ,"
Цифровая антропология,"Цифрова́я антрополо́гия ( англ . Digital anthropology ) — область социальной и культурной антропологии , которая занимается изучением взаимодействия человека"
Цифровой детокс,"Цифровой детокс ( англ . Digital detox ) — период времени , когда человек сознательно отказывается от использования смартфонов ,"
Цифровой барьер,"Цифровой барьер , цифровое неравенство , информационное неравенство ( англ . Digital divide ) — ограничение возможностей социальной группы из-за"
Цифровая история,"Цифрова́я исто́рия ( англ . Digital history ) — раздел цифровых гуманитарных наук , изучающий использование компьютерных технологий и цифровых"
Цифровое бессмертие,"Цифровое бессмертие ( англ . Digital immortality ) — гипотетическая концепция технологии , позволяющей сохранять и передавать личность человека на"
Интернет-журналистика,"Интернет-журналистика — новая разновидность журналистики , появившаяся в конце XX века с развитием и распространением Интернета . Специфика Интернета позволила"
Digital Native,"Digital Natives ( от англ . цифровые аборигены ) ; в русском языке используются термины « цифровое поколение » ,"
Подрывные инновации,"« Подрывные инновации » ( англ . Disruptive innovation ) — инновации , которые изменяют соотношение ценностей на рынке ."
DocBook,"DocBook — подмножество языка разметки SGML или XML ( проще говоря — популярный набор тегов ) , предназначенное для разметки"
Система автоматизации документооборота,"Система автоматизации документооборота , система электронного документооборота ( СЭДО ) — автоматизированная многопользовательская система , сопровождающая процесс управления работой иерархической"
Документация,"Документа́ция — это совокупность данных и документов . В узко-профессиональном значении документация ( документирование ) — процесс отбора , классификации"
Теория доместикации,"Теория доместикации , теория доместикации медиа ( англ . domestication theory , media domestication theory ) — теория в коммуникации"
Сфера Дайсона,"Сфе́ра Да́йсона — гипотетический астроинженерный проект , предложенный Фрименом Дайсоном , представляющий собой относительно тонкую сферическую оболочку большого радиуса ("
Спутник Дайсона — Харропа,"Спутник Дайсона — Харропа — проект космического аппарата больших размеров , предназначенного для генерации энергии с использованием солнечного ветра ."
EAN-8,"European Article Number , EAN ( европейский номер товара ) — европейский стандарт штрихкода , предназначенный для кодирования идентификатора товара"
EMI/UCP,"EMI/UCP ( External Machine Interface ( EMI ) , Universal Computer Protocol ( UCP ) ) — расширение протокола UCP"
E & M,"E & M ( англ . earth & magneto , ear & mouth ) — стандарт аналоговой телефонной сигнализации ."
Коммутационный аппарат,"Коммутационный аппарат — аппарат , предназначенный для включения или отключения тока в одной или нескольких электрических цепях.Коммутационный аппарат — электрический"
Электротехника,"Электроте́хника — область техники , связанная с получением , распределением , преобразованием и использованием электрической энергии . А также —"
Encompass,Encompass ( сокр . от англ . Enterprise Computing Association ) — сообщество пользователей компьютеров из числа коммерческих клиентов Hewlett-Packard
Инженерное дело,"Инженерное дело ( от фр . ingénierie ; син . инженерия , инженерная деятельность , инженерно-техническая деятельность ; инжиниринг от"
EPC ( контракт ),"EPC ( от англ . Engineering , procurement and construction ) — способ контрактования в строительной отрасли ."
Инженерные изыскания,"Инженерные изыскания для строительства — работы , проводимые для комплексного изучения природных условий района , площадки , участка , трассы"
"Подклетнов , Евгений Евгеньевич","Евгений Евгеньевич Подклетнов — российский материаловед , ранее работавший в Институте материаловедения Технического университета в Тампере ( фин . Tampereen"
Часто задаваемые вопросы,"Часто задаваемые вопросы ( ЧАВО , ЧаВо , ЧаВО , ЧЗВ ; англ . frequently asked questions , FAQ ,"
Факт-лист,"Факт-лист или фактическая справка ( от английского fact sheet ) — короткий информационный материал для прессы , который содержит справочные"
Сбой,"Сбой — кратковременная самоустраняющаяся утрата техническим объектом работоспособности . Этот термин особенно распространён в вычислительной и электронной промышленности , при"
Финансовый инжиниринг,Финансовый инжиниринг — комбинирование финансовых инструментов с различными параметрами риска и доходности для реализации инвестиционной стратегии бизнеса . Используется при
Автоматическая бортовая система управления,Автоматическая бортовая система управления ( АБСУ ) в авиации — одна из систем бортового авиационного оборудования летательного аппарата . Система
Защита диапазона режимов полёта,"Диапазон режимов полёта — пользовательский интерфейс электродистанционной системы управления самолётом , предотвращающий ошибки управления или намеренные действия пилота , которые"
Регулятор расхода,Регулятор расхода — регулируемый гидроаппарат предназначенный для поддержания заданного расхода вне зависимости от перепада давлений в подводимом и отводимом потоках
Блок-схема,"Схе́ма — графическое представление определения , анализа или метода решения задачи , в котором используются символы для отображения данных ,"
Война форматов,"Война форматов — конкурентная борьба между несовместимыми техническими спецификациями потребительских устройств за то , какая из них станет общепризнанным стандартом"
NetBEUI,NetBEUI ( NetBIOS Extended User Interface ) — расширенный пользовательский интерфейс дейтаграммной передачи NetBIOS . В середине 1990-х годов широко
Free On-line Dictionary of Computing,"Free On-line Dictionary of Computing ( FOLDOC ) представляет собой сетевой поисковый энциклопедический словарь по информатике , доступный по интернету"
Термоядерный ракетный двигатель,"Термоядерный ракетный двигатель ( ТЯРД ) — перспективный ракетный двигатель для космических полётов , в котором для создания тяги предполагается"
Футурошок,"Футурошок/футуршок ( англ . Future Shock ) — шок будущего , защитная психологическая реакция человека или общества на стремительные и"
Стеклянная кабина,"« Стеклянная кабина » — панель кабины пилотов самолёта , включающая в себя электронные дисплеи . В традиционной кабине устанавливается"
Гравитационное экранирование,"Гравитационное экранирование — термин , обозначающий гипотетический процесс экранирования объекта от воздействия гравитационного поля . Такие процессы , если бы"
Гравитационный поезд,"Гравитационный поезд — теоретическое средство транспортировки , разработанное таким образом , чтобы перемещаться между двумя пунктами на поверхности сферического объекта"
Серая литература,"Се́рая литерату́ра ( англ . grey literature ) — термин , используемый интеллектуальным сообществом , библиотекарями , медицинскими и другими"
Грифон ( летательный аппарат ),"Грифон — персональный летательный аппарат , который разработала немецкая компания SPELCO GbR , он представляет собой крыло с реактивным двигателем"
HTML,HTML ( от англ . HyperText Markup Language — « язык гипертекстовой разметки » ) — стандартизированный язык разметки документов
Хактивизм,Хактиви́зм ( англ . hacktivism ; словослияние от хакер и активизм ) — использование компьютеров и компьютерных сетей для продвижения
Хэндовер,Хендовер ( англ . Handover ) — в сотовой связи процесс передачи обслуживания абонента во время вызова или сессии передачи
Язык описания аппаратуры,"Язык описания аппаратуры ( HDL от англ . hardware description language ) — специализированный компьютерный язык , используемый для описания"
Теплосчётчик,"Теплосчётчик ( узел учета тепла ) — прибор или комплект приборов ( средство измерения ) , предназначенный для определения количества"
Высокие технологии,"Высо́кие техноло́гии ( англ . high technology , high tech , hi-tech ) — очень сложные технологии , часто включающие"
История технологии,"История технологии — история развития технологий , или история совершенствования методов , процессов и материалов , используемых в различных отраслях"
История создания двигателей внутреннего сгорания,В 1799 году французский инженер Филипп Лебон открыл светильный газ и получил патент на использование и способ получения светильного газа
История мотоцикла,== Ранний период ( 1860-е — 1910-е годы ) == Самодвижущиеся двухколёсные машины стали появляться в 60-х годах XIX века
История часов,== Общие сведения == На протяжении тысячелетий люди придумывали разные приспособления для измерения и слежения за временем . Использование шестидесятеричной
Гипотеза Хокни — Фалько,"Гипотеза Хокни — Фалько — теория современного британского художника , представителя направления поп-арт , Дэвида Хокни , к которому впоследствии"
Механизм Хойкена,"Механизм Хойкена ( англ . Hoekens linkage ) — это четырёхзвенный механизм , преобразующий вращательное движение в приближённо прямолинейное ."
HomeKit,"HomeKit — это программный фреймворк от Apple , который позволяет пользователям настраивать своё устройство iOS для настройки , общения и"
How-to,"How-to ( howto ) — английское выражение ( англ . how to — как сделать ) , получившее распространение во"
Манифольд,"Манифольд ( англ . manifold , от many — много и fold — складка , сгиб ) вентильный блок —"
Gartner # Цикл зрелости технологий,"Gartner — исследовательская и консалтинговая компания , специализирующаяся на рынках информационных технологий . Наиболее известна введением в употребление понятия ERP"
Гиперреальность,"Ги́перреальность ( от др.-греч . ὑπέρ — над , сверху и лат . realis — вещественный , действительный ) —"
ID2020,"ID2020 — прототип цифровой системы для идентификации личности . Проект поддерживается Организацией Объединенных Наций , и является частью инициативы Целей"
IMRAD,"IMRAD ( /ˈɪmræd/ ) является аббревиатурой от « введение , методы , результаты и обсуждение » ( англ . introduction"
IPhone ( первого поколения ),"iPhone ( ретроспективно называемый первым iPhone или iPhone 2G ) — сенсорный смартфон первого поколения iPhone , разработанный и продававшийся"
ISO 15926,"ISO 15926 — стандарт представления данных , опирающийся на идеи семантических сетей и Resource Description Framework , задуманный в качестве"
ISO 216,Международный стандарт ISO 216 определяет бумажные форматы . Он был создан в 1975 году из немецкого стандарта DIN 476 и
ITap,"iTap — система предиктивного набора текста для мобильных телефонов . Разработана фирмой Motorola для использования в своих аппаратах , также"
Холостой ход,"Холостой ход — режим работы какого-либо устройства , обычно источника механической или электрической энергии , при отключенной нагрузке ."
Промышленная революция,"Промы́шленная револю́ция ( промышленный переворот , Великая индустриальная революция ) — массовый переход от ручного труда к машинному , от"
Инерциальная навигация,"Инерциальная навигация — метод навигации ( определения координат и параметров движения различных объектов — судов , самолётов , ракет и"
Информационная архитектура,"Информационная архитектура ( англ . Information architecture , часто сокращается до « ИА » ) — сочетание схем организации ,"
Информационные технологии,"Информацио́нные техноло́гии ( ИТ , также — информационно-коммуникационные технологии ) — процессы , методы поиска , сбора , хранения ,"
Инфраструктура,"Инфраструкту́ра ( лат . infra — « ниже » , « под » и лат . structura — « строение"
Министерство промышленности Канады,"Министерство промышленности Канады отвечает за региональное экономическое развитие , инвестиции и инновации , исследования и разработки . Министерство промышленности Канады"
Intellipublia,"Intellipublia — программное обеспечение , разработанное в рамках пилотного проекта реформирования единого информационного пространства разведывательного сообщества США . Разработанная на"
Проектирование взаимодействия,"Проектирование взаимодействия ( англ . Interaction Design , IxD ) — дисциплина дизайна , занимающаяся проектированием интерактивных ( то есть"
Международная организация по стандартизации,"Международная организация по стандартизации , ИСО ( International Organization for Standardization , ISO ) — международная организация , занимающаяся выпуском"
Локализация программного обеспечения,"Локализа́ция програ́ммного обеспече́ния — процесс адаптации программного обеспечения к культуре какой-либо страны . Как частность — перевод пользовательского интерфейса ,"
Интернет-активизм,"Интернет-активизм ( также известный как информационно-пропагандистская работа , киберактивность , электронная агитация и электронная активность ) представляет собой использование электронных"
Жаккардовый ткацкий станок,"Жаккардова машина — зевообразовательный механизм ткацкого станка для выработки крупноузорчатых жаккардовых тканей ( декоративные ткани , ковры , скатерти и"
Японская пишущая машинка,"Японская пишущая машинка ( яп . 和文タイプライター Вабун тайпурайта : ) — пишущая машинка , запатентованная Кётой Сугимото в 1929"
"Холдрен , Джон","Джон Холдрен ( John Paul Holdren ; род . 1 марта 1944 , Сеуикли , Пенсильвания ) — американский учёный"
"Кадир , Камал","Камал Кадир ( англ . Kamal S. Quadir ) — американский и бангладешский серийный предприниматель , менеджер и художник ;"
Keyword Protocol 2000,"Keyword Protocol 2000 , сокращённо KWP2000 , является спецификацией канала связи с диагностическим оборудованием транспортных средств ( On-Board Diagnostics )"
Кинорегистрация видео,"Кинорегистра́ция ви́део ( видеоза́пись на кинопле́нку , англ . kinescope ) — способ записи и хранения телевизионного видеосигнала при помощи"
Чиста ( район Стокгольма ),"Чиста ( Шведский : Kista /'ɕiːsta/ — Сундук , наиболее близкое произношение « Щиста » ) — район Стокгольма в"
База знаний,"База знаний ( БЗ ; англ . knowledge base , KB ) — база данных , содержащая правила вывода и"
Гипотеза разрыва в знаниях,"Гипотеза разрыва в знаниях — это концепция , описывающая структурное неравенство знаний , получаемых через средства массовой информации . Знание"
LTE,"LTE ( буквально с англ . Long-Term Evolution — долговременное развитие , часто обозначается как 4G LTE ) — стандарт"
LTE Advanced,LTE Advanced — стандарт мобильной связи . LTE Advanced стандартизирован 3GPP как главное улучшение стандарта Long Term Evolution ( LTE
LTE Advanced Pro,"LTE Advanced Pro ( LTE-A Pro , также известен как 4.5G , 4.5G Pro , 4.9G , Pre-5G , 5G"
Фара,"Фа́ра ( от греческого « Фарос » ) — источник направленного света , установленный спереди на транспортном средстве , предназначенный"
Пусковая петля,"Пусковая петля или петля Лофстрома — опубликованный проект системы кабельного транспорта , предназначенного для вывода грузов на околоземную орбиту ."
"Лессиг , Лоуренс","Лоуренс Лессиг ( англ . Lawrence Lessig ; род . 3 июня 1961 года ) — американский общественный активист ,"
Метаданные объекта обучения,"Метаданные объекта обучения ( англ . Learning Object Metadata , LOM ) — модель данных , как правило , закодированная"
Legal tech,"Legal tech — отрасль бизнеса , специализирующаяся на информационно-технологическом обслуживании профессиональной юридической деятельности , а с конца 2000-х годов —"
Светокопировальный стол,"Светокопировальный стол — приспособление для фотохимического ( диазотипия ) или ручного копирования чертежей , карт , иллюстраций , иногда текста"
Лилианская дата,"Лилиа́нская дата — астрономический способ измерения времени , при котором считается количество дней , прошедших с введения григорианского календаря ("
Список продуктов компании Minolta,Список продуктов компании Minolta .
Википедия : Список электронных библиотек,== Универсальные ==
Список игровых движков,"Список игровых движков содержит игровые движки , представляющие собой базовое программное обеспечение компьютерной или видео игры . Под данным понятием"
Сравнение портативных игровых консолей,В этой таблице сравниваются различные характеристики портативных игровых консолей .
Список узлов,Список узлов — перечень узлов по алфавиту .
Источник света,"Источник света — любой объект , излучающий электромагнитную энергию в видимой области спектра . По своей природе подразделяются на искусственные"
Список кодов обсерваторий,"Астрономическая обсерватория — это обсерватория , используемая для наблюдений небесных явлений . Коды обсерваторий были введены Центром малых планет ("
Список шрифтов знаков,"Это список шрифтов , используемых для знаков в общественных местах , таких как дороги и аэропорты . Brusseline — разработан"
Список радиолокационных станций,Это список радиолокационных станций по странам .
Список социальных сетей с более 100 миллионов пользователей,Это список социальных сетей с более чем 100 миллионов активных пользователей . == Примечания ==
Список сварочных процессов,"Список сварочных процессов , разделенных на соответствующие категории . Во втором столбце указаны идентификационные номера по ISO 4063 ( в"
Луддиты,Лудди́ты ( англ . luddites ) — участники стихийных протестов первой четверти XIX века против внедрения машин в ходе промышленной
Мобильное обучение,"Мобильное обучение тесно связано с электронным и дистанционным обучением , отличием является использование мобильных устройств . Обучение проходит независимо от"
МАЗ-541,МАЗ-541 — советский аэродромный тягач производства Минского автомобильного завода . Всего было изготовлено три автомобиля . Внешне тягач походил на
MIMOS II,"MIMOS II — миниатюрный мёссбауэровский спектрометр , разработанный доктором Гёстаром Клингельхофером в Университете им . Йоханнеса Гутенберга в Майнце ,"
MSXML,"Microsoft XML Core Services ( MSXML ) — набор служб , который позволяет приложениям , написанным на JScript , VBScript"
Man,"man ( от англ . manual — руководство ) — команда Unix , предназначенная для форматирования и вывода справочных страниц"
Материальная культура,"Материа́льная культу́ра — совокупность всех материальных ценностей , созданных определённой культурой , её овеществлённая составляющая . Поскольку для различных обществ"
Мозг-матрёшка,"Мозг-матрёшка — гипотетическая мегаструктура , предложенная Робертом Брэдбери , на основе сферы Дайсона , имеющая огромную вычислительную мощность . Это"
Средневековая техника,Средневековая техника характеризует технологический уровень человечества накануне Великих географических открытий . Несмотря на дурную славу Средневековья как эпохи застоя и
MessagEasy,"MessagEase — метод ввода и виртуальная клавиатура для устройств с сенсорным экраном . Он основан на новой системе ввода ,"
Метаданные,"Метаданные ( от лат . meta — цель , конечный пункт , предел , край и данные ) — информация"
Микрокомпьютер,"« Мѝкрокомпью́тер » — термин , обозначавший компьютер , выполненный на основе микропроцессора . В таком значении употреблялся с конца"
Микрообучение,Микрообучение ( англ . microlearning ) представляет собой обучение небольшому объёму материала за короткий промежуток времени . Чаще всего термин
HTMLHelp,"HTMLHelp ( Microsoft Compiled HTML Help ) — проприетарный формат файлов контекстной справки , разработанный корпорацией Microsoft и выпущенный в"
Микротехнология,"Микротехнология — процесс изготовления структур , характерный масштаб которых — микрон или менее . Исторически процессы микротехнологии использовались для производства"
Ротатор ( полиграфия ),"Рота́тор ( от лат . rotator — вращатель ) , или мимеограф , или автокопист , или циклостиль — машина"
Загрузка сознания,"Загру́зка созна́ния ( также называемая перено́сом сознания ) — гипотетическая технология сканирования и картирования головного мозга , позволяющая перенести сознание"
